,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
349,CWE-79,CVE-2018-0386,6.1,2.8,LOW,NONE,REQUIRED
350,CWE-20,CVE-2018-0387,8.8,2.8,LOW,NONE,REQUIRED
351,CWE-79,CVE-2018-0388,4.8,1.7,LOW,HIGH,REQUIRED
352,NVD-CWE-noinfo,CVE-2018-0389,7.5,3.9,LOW,NONE,NONE
353,CWE-79,CVE-2018-0390,6.1,2.8,LOW,NONE,REQUIRED
354,NVD-CWE-noinfo,CVE-2018-0391,6.5,2.8,LOW,LOW,NONE
355,CWE-732,CVE-2018-0392,5.5,1.8,LOW,LOW,NONE
356,NVD-CWE-noinfo,CVE-2018-0393,6.5,2.8,LOW,LOW,NONE
357,CWE-20,CVE-2018-0394,8.8,2.8,LOW,LOW,NONE
358,CWE-20,CVE-2018-0395,5.3,1.6,HIGH,NONE,NONE
359,CWE-79,CVE-2018-0396,6.1,2.8,LOW,NONE,REQUIRED
360,NVD-CWE-noinfo,CVE-2018-0397,5.9,2.2,HIGH,NONE,NONE
361,CWE-918,CVE-2018-0398,9.8,3.9,LOW,NONE,NONE
362,CWE-918,CVE-2018-0399,9.8,3.9,LOW,NONE,NONE
363,CWE-79,CVE-2018-0400,6.1,2.8,LOW,NONE,REQUIRED
364,CWE-79,CVE-2018-0401,6.1,2.8,LOW,NONE,REQUIRED
365,CWE-352,CVE-2018-0402,8.8,2.8,LOW,NONE,REQUIRED
366,CWE-918,CVE-2018-0403,9.8,3.9,LOW,NONE,NONE
367,CWE-89,CVE-2018-0404,7.5,3.9,LOW,NONE,NONE
368,CWE-22,CVE-2018-0405,7.5,3.9,LOW,NONE,NONE
369,CWE-79,CVE-2018-0406,6.1,2.8,LOW,NONE,REQUIRED
370,CWE-79,CVE-2018-0407,5.4,2.3,LOW,LOW,REQUIRED
371,CWE-79,CVE-2018-0408,5.4,2.3,LOW,LOW,REQUIRED
372,CWE-125,CVE-2018-0409,7.5,3.9,LOW,NONE,NONE
373,CWE-400,CVE-2018-0410,8.6,3.9,LOW,NONE,NONE
374,CWE-79,CVE-2018-0411,6.1,2.8,LOW,NONE,REQUIRED
375,NVD-CWE-noinfo,CVE-2018-0412,5.3,1.6,HIGH,NONE,NONE
376,CWE-352,CVE-2018-0413,8.8,2.8,LOW,NONE,REQUIRED
377,CWE-611,CVE-2018-0414,5.7,2.1,LOW,LOW,REQUIRED
378,CWE-388,CVE-2018-0415,6.8,2.3,LOW,LOW,NONE
379,CWE-20,CVE-2018-0416,5.3,3.9,LOW,NONE,NONE
380,NVD-CWE-noinfo,CVE-2018-0417,7.8,1.8,LOW,LOW,NONE
381,CWE-20,CVE-2018-0418,8.6,3.9,LOW,NONE,NONE
382,CWE-20,CVE-2018-0419,7.5,3.9,LOW,NONE,NONE
383,CWE-22,CVE-2018-0420,6.5,2.8,LOW,LOW,NONE
384,CWE-772,CVE-2018-0421,8.6,3.9,LOW,NONE,NONE
385,CWE-732,CVE-2018-0422,7.3,1.3,LOW,LOW,REQUIRED
386,CWE-119,CVE-2018-0423,8.1,2.2,HIGH,NONE,NONE
387,CWE-78,CVE-2018-0424,8.8,2.8,LOW,LOW,NONE
388,CWE-269,CVE-2018-0425,9.8,3.9,LOW,NONE,NONE
389,CWE-22,CVE-2018-0426,9.8,3.9,LOW,NONE,NONE
390,CWE-78,CVE-2018-0427,8.8,2.8,LOW,LOW,NONE
391,CWE-269,CVE-2018-0428,6.7,0.8,LOW,HIGH,NONE
392,CWE-119,CVE-2018-0429,7.8,1.8,LOW,LOW,NONE
393,CWE-77,CVE-2018-0430,8.8,2.8,LOW,LOW,NONE
394,CWE-77,CVE-2018-0431,8.8,2.8,LOW,LOW,NONE
395,CWE-78,CVE-2018-0432,8.8,2.8,LOW,LOW,NONE
396,CWE-78,CVE-2018-0433,7.8,1.8,LOW,LOW,NONE
397,CWE-295,CVE-2018-0434,7.4,2.2,HIGH,NONE,NONE
398,CWE-287,CVE-2018-0435,9.1,3.1,LOW,LOW,NONE
399,CWE-269,CVE-2018-0436,8.7,2.3,LOW,HIGH,NONE
400,CWE-269,CVE-2018-0437,7.8,1.8,LOW,LOW,NONE
401,CWE-269,CVE-2018-0438,7.8,1.8,LOW,LOW,NONE
402,CWE-352,CVE-2018-0439,8.8,2.8,LOW,NONE,REQUIRED
403,CWE-20,CVE-2018-0440,7.2,1.2,LOW,HIGH,NONE
404,CWE-400,CVE-2018-0441,7.4,2.8,LOW,NONE,NONE
405,NVD-CWE-noinfo,CVE-2018-0442,7.5,3.9,LOW,NONE,NONE
406,CWE-20,CVE-2018-0443,7.5,3.9,LOW,NONE,NONE
407,CWE-79,CVE-2018-0444,6.1,2.8,LOW,NONE,REQUIRED
408,CWE-352,CVE-2018-0445,8.8,2.8,LOW,NONE,REQUIRED
409,CWE-352,CVE-2018-0446,8.8,2.8,LOW,NONE,REQUIRED
410,CWE-20,CVE-2018-0447,5.3,3.9,LOW,NONE,NONE
411,CWE-326,CVE-2018-0448,9.8,3.9,LOW,NONE,NONE
412,CWE-732,CVE-2018-0449,4.2,0.6,LOW,HIGH,REQUIRED
413,CWE-79,CVE-2018-0450,6.1,2.8,LOW,NONE,REQUIRED
414,CWE-352,CVE-2018-0451,8.8,2.8,LOW,NONE,REQUIRED
415,CWE-79,CVE-2018-0452,6.1,2.8,LOW,NONE,REQUIRED
416,CWE-78,CVE-2018-0453,8.2,1.5,LOW,HIGH,NONE
417,CWE-77,CVE-2018-0454,8.8,2.8,LOW,LOW,NONE
418,NVD-CWE-noinfo,CVE-2018-0455,7.5,3.9,LOW,NONE,NONE
419,CWE-20,CVE-2018-0456,7.7,3.1,LOW,LOW,NONE
420,NVD-CWE-noinfo,CVE-2018-0457,5.5,1.8,LOW,NONE,REQUIRED
421,CWE-79,CVE-2018-0458,6.1,2.8,LOW,NONE,REQUIRED
422,CWE-863,CVE-2018-0459,6.5,2.8,LOW,LOW,NONE
423,CWE-863,CVE-2018-0460,6.5,2.8,LOW,LOW,NONE
424,CWE-94,CVE-2018-0461,8.8,2.8,LOW,NONE,REQUIRED
425,CWE-20,CVE-2018-0462,4.9,1.2,LOW,HIGH,NONE
426,NVD-CWE-noinfo,CVE-2018-0463,7.5,3.9,LOW,NONE,NONE
427,CWE-22,CVE-2018-0464,8.1,2.8,LOW,LOW,NONE
428,CWE-79,CVE-2018-0465,6.1,2.8,LOW,NONE,REQUIRED
429,NVD-CWE-noinfo,CVE-2018-0466,6.5,2.8,LOW,NONE,NONE
430,CWE-20,CVE-2018-0467,8.6,3.9,LOW,NONE,NONE
431,CWE-798,CVE-2018-0468,7.8,1.8,LOW,LOW,NONE
432,CWE-415,CVE-2018-0469,6.8,2.2,HIGH,NONE,NONE
433,CWE-119,CVE-2018-0470,8.6,3.9,LOW,NONE,NONE
434,CWE-772,CVE-2018-0471,7.4,2.8,LOW,NONE,NONE
435,CWE-20,CVE-2018-0472,8.6,3.9,LOW,NONE,NONE
436,NVD-CWE-noinfo,CVE-2018-0473,8.6,3.9,LOW,NONE,NONE
437,CWE-522,CVE-2018-0474,8.8,2.8,LOW,LOW,NONE
438,CWE-20,CVE-2018-0475,7.4,2.8,LOW,NONE,NONE
439,NVD-CWE-noinfo,CVE-2018-0476,5.9,2.2,HIGH,NONE,NONE
440,CWE-78,CVE-2018-0477,6.7,0.8,LOW,HIGH,NONE
441,CWE-362,CVE-2018-0480,6.1,1.6,HIGH,NONE,NONE
442,CWE-78,CVE-2018-0481,6.7,0.8,LOW,HIGH,NONE
443,CWE-79,CVE-2018-0482,5.4,2.3,LOW,LOW,REQUIRED
444,CWE-79,CVE-2018-0483,5.4,2.3,LOW,LOW,REQUIRED
445,NVD-CWE-noinfo,CVE-2018-0484,6.5,2.8,LOW,LOW,NONE
446,CWE-20,CVE-2018-0485,8.6,3.9,LOW,NONE,NONE
447,CWE-347,CVE-2018-0486,6.5,3.9,LOW,NONE,NONE
448,CWE-119,CVE-2018-0487,9.8,3.9,LOW,NONE,NONE
449,CWE-787,CVE-2018-0488,9.8,3.9,LOW,NONE,NONE
450,CWE-347,CVE-2018-0489,6.5,3.9,LOW,NONE,NONE
451,CWE-476,CVE-2018-0490,7.5,3.9,LOW,NONE,NONE
452,CWE-416,CVE-2018-0491,7.5,3.9,LOW,NONE,NONE
453,CWE-362,CVE-2018-0492,7.0,1.0,HIGH,LOW,NONE
454,CWE-416,CVE-2018-0493,7.2,1.2,LOW,HIGH,NONE
455,CWE-20,CVE-2018-0494,6.5,2.8,LOW,NONE,REQUIRED
456,CWE-203,CVE-2018-0495,4.7,1.0,HIGH,LOW,NONE
457,CWE-22,CVE-2018-0496,7.5,3.9,LOW,NONE,NONE
458,NVD-CWE-noinfo,CVE-2018-0497,5.9,2.2,HIGH,NONE,NONE
459,NVD-CWE-noinfo,CVE-2018-0498,4.7,1.0,HIGH,LOW,NONE
460,CWE-79,CVE-2018-0499,6.1,2.8,LOW,NONE,REQUIRED
461,CWE-787,CVE-2018-0500,9.8,3.9,LOW,NONE,NONE
462,CWE-347,CVE-2018-0501,5.9,2.2,HIGH,NONE,NONE
463,CWE-20,CVE-2018-0502,9.8,3.9,LOW,NONE,NONE
464,CWE-269,CVE-2018-0503,4.3,2.8,LOW,LOW,NONE
465,CWE-532,CVE-2018-0504,6.5,2.8,LOW,LOW,NONE
466,CWE-287,CVE-2018-0505,6.5,2.8,LOW,LOW,NONE
467,CWE-78,CVE-2018-0506,9.8,3.9,LOW,NONE,NONE
468,CWE-426,CVE-2018-0507,7.8,1.8,LOW,NONE,REQUIRED
469,CWE-79,CVE-2018-0508,6.1,2.8,LOW,NONE,REQUIRED
470,CWE-352,CVE-2018-0509,8.8,2.8,LOW,NONE,REQUIRED
471,CWE-119,CVE-2018-0510,9.8,3.9,LOW,NONE,NONE
472,CWE-79,CVE-2018-0511,6.1,2.8,LOW,NONE,REQUIRED
473,CWE-78,CVE-2018-0512,6.8,0.9,LOW,HIGH,NONE
474,CWE-79,CVE-2018-0513,6.1,2.8,LOW,NONE,REQUIRED
475,CWE-78,CVE-2018-0514,9.8,3.9,LOW,NONE,NONE
476,CWE-426,CVE-2018-0515,7.8,1.8,LOW,NONE,REQUIRED
477,CWE-426,CVE-2018-0516,7.8,1.8,LOW,NONE,REQUIRED
478,CWE-426,CVE-2018-0517,7.8,1.8,LOW,NONE,REQUIRED
479,CWE-295,CVE-2018-0518,5.9,2.2,HIGH,NONE,NONE
480,CWE-79,CVE-2018-0519,4.8,1.7,LOW,HIGH,REQUIRED
481,CWE-352,CVE-2018-0520,8.8,2.8,LOW,NONE,REQUIRED
482,CWE-306,CVE-2018-0521,8.8,2.8,LOW,NONE,NONE
483,CWE-119,CVE-2018-0522,7.8,1.8,LOW,NONE,REQUIRED
484,CWE-78,CVE-2018-0523,8.8,2.8,LOW,NONE,NONE
485,NVD-CWE-noinfo,CVE-2018-0524,7.3,3.9,LOW,NONE,NONE
486,CWE-22,CVE-2018-0525,5.3,3.9,LOW,NONE,NONE
487,CWE-200,CVE-2018-0526,4.3,2.8,LOW,NONE,REQUIRED
488,CWE-79,CVE-2018-0527,6.1,2.8,LOW,NONE,REQUIRED
489,CWE-287,CVE-2018-0528,4.3,2.8,LOW,LOW,NONE
490,CWE-200,CVE-2018-0528,4.3,2.8,LOW,LOW,NONE
491,CWE-20,CVE-2018-0529,4.3,2.8,LOW,NONE,REQUIRED
492,CWE-89,CVE-2018-0530,8.8,2.8,LOW,LOW,NONE
493,NVD-CWE-noinfo,CVE-2018-0531,4.3,2.8,LOW,LOW,NONE
494,CWE-79,CVE-2018-0532,2.7,1.2,LOW,HIGH,NONE
495,NVD-CWE-noinfo,CVE-2018-0533,4.9,1.2,LOW,HIGH,NONE
496,CWE-79,CVE-2018-0534,6.1,2.8,LOW,NONE,REQUIRED
497,CWE-79,CVE-2018-0535,6.1,2.8,LOW,NONE,REQUIRED
498,CWE-79,CVE-2018-0536,6.1,2.8,LOW,NONE,REQUIRED
499,CWE-79,CVE-2018-0537,6.1,2.8,LOW,NONE,REQUIRED
500,CWE-79,CVE-2018-0538,6.1,2.8,LOW,NONE,REQUIRED
501,CWE-78,CVE-2018-0539,9.8,3.9,LOW,NONE,NONE
502,CWE-426,CVE-2018-0540,7.8,1.8,LOW,NONE,REQUIRED
503,CWE-119,CVE-2018-0541,9.8,3.9,LOW,NONE,NONE
504,CWE-22,CVE-2018-0542,7.5,3.9,LOW,NONE,NONE
505,CWE-426,CVE-2018-0543,7.8,1.8,LOW,NONE,REQUIRED
506,CWE-426,CVE-2018-0544,7.8,1.8,LOW,NONE,REQUIRED
507,CWE-78,CVE-2018-0545,9.8,3.9,LOW,NONE,NONE
508,CWE-79,CVE-2018-0546,6.1,2.8,LOW,NONE,REQUIRED
509,CWE-79,CVE-2018-0547,6.1,2.8,LOW,NONE,REQUIRED
510,NVD-CWE-noinfo,CVE-2018-0548,4.3,2.8,LOW,LOW,NONE
511,CWE-79,CVE-2018-0549,5.4,2.3,LOW,LOW,REQUIRED
512,NVD-CWE-noinfo,CVE-2018-0550,4.3,2.8,LOW,LOW,NONE
513,CWE-79,CVE-2018-0551,5.4,2.3,LOW,LOW,REQUIRED
514,CWE-426,CVE-2018-0552,7.8,1.8,LOW,NONE,REQUIRED
515,CWE-295,CVE-2018-0553,7.4,2.2,HIGH,NONE,NONE
516,CWE-306,CVE-2018-0554,8.8,2.8,LOW,NONE,NONE
517,CWE-119,CVE-2018-0555,7.8,1.8,LOW,NONE,REQUIRED
518,CWE-78,CVE-2018-0556,8.8,2.8,LOW,NONE,NONE
519,CWE-79,CVE-2018-0557,6.1,2.8,LOW,NONE,REQUIRED
520,CWE-79,CVE-2018-0558,6.1,2.8,LOW,NONE,REQUIRED
521,CWE-79,CVE-2018-0559,6.1,2.8,LOW,NONE,REQUIRED
522,CWE-20,CVE-2018-0560,6.5,2.8,LOW,NONE,REQUIRED
523,CWE-426,CVE-2018-0561,7.8,1.8,LOW,NONE,REQUIRED
524,CWE-426,CVE-2018-0562,7.8,1.8,LOW,NONE,REQUIRED
525,CWE-426,CVE-2018-0563,7.8,1.8,LOW,NONE,REQUIRED
526,CWE-384,CVE-2018-0564,8.1,2.8,LOW,NONE,REQUIRED
527,CWE-79,CVE-2018-0565,6.1,2.8,LOW,NONE,REQUIRED
528,CWE-269,CVE-2018-0566,4.3,2.8,LOW,LOW,NONE
529,NVD-CWE-noinfo,CVE-2018-0567,6.3,2.8,LOW,LOW,NONE
530,CWE-434,CVE-2018-0568,8.8,2.8,LOW,LOW,NONE
531,CWE-78,CVE-2018-0569,8.8,2.8,LOW,LOW,NONE
532,CWE-79,CVE-2018-0570,5.4,2.3,LOW,LOW,REQUIRED
533,CWE-434,CVE-2018-0571,4.3,2.8,LOW,LOW,NONE
534,NVD-CWE-noinfo,CVE-2018-0572,8.1,2.8,LOW,LOW,NONE
535,CWE-269,CVE-2018-0573,5.3,3.9,LOW,NONE,NONE
536,CWE-79,CVE-2018-0574,6.1,2.8,LOW,NONE,REQUIRED
537,CWE-200,CVE-2018-0575,5.3,3.9,LOW,NONE,NONE
538,CWE-79,CVE-2018-0576,5.4,2.3,LOW,LOW,REQUIRED
539,CWE-79,CVE-2018-0577,5.4,2.3,LOW,LOW,REQUIRED
540,CWE-79,CVE-2018-0578,5.4,2.3,LOW,LOW,REQUIRED
541,CWE-79,CVE-2018-0579,6.1,2.8,LOW,NONE,REQUIRED
542,CWE-426,CVE-2018-0580,7.8,1.8,LOW,NONE,REQUIRED
543,CWE-79,CVE-2018-0581,6.1,2.8,LOW,NONE,REQUIRED
544,CWE-79,CVE-2018-0582,6.1,2.8,LOW,NONE,REQUIRED
545,CWE-79,CVE-2018-0583,6.1,2.8,LOW,NONE,REQUIRED
546,CWE-200,CVE-2018-0584,7.5,3.9,LOW,NONE,NONE
547,CWE-79,CVE-2018-0585,5.4,2.3,LOW,LOW,REQUIRED
548,CWE-22,CVE-2018-0586,4.3,2.8,LOW,LOW,NONE
549,CWE-434,CVE-2018-0587,4.3,2.8,LOW,LOW,NONE
550,CWE-22,CVE-2018-0588,7.5,3.9,LOW,NONE,NONE
551,NVD-CWE-noinfo,CVE-2018-0589,4.3,2.8,LOW,LOW,NONE
552,NVD-CWE-noinfo,CVE-2018-0590,4.3,2.8,LOW,LOW,NONE
553,CWE-295,CVE-2018-0591,5.9,2.2,HIGH,NONE,NONE
554,CWE-426,CVE-2018-0592,7.8,1.8,LOW,NONE,REQUIRED
555,CWE-426,CVE-2018-0593,7.8,1.8,LOW,NONE,REQUIRED
556,CWE-426,CVE-2018-0594,7.8,1.8,LOW,NONE,REQUIRED
557,CWE-426,CVE-2018-0595,7.8,1.8,LOW,NONE,REQUIRED
558,CWE-426,CVE-2018-0596,7.8,1.8,LOW,NONE,REQUIRED
559,CWE-426,CVE-2018-0597,7.8,1.8,LOW,NONE,REQUIRED
560,CWE-426,CVE-2018-0598,7.8,1.8,LOW,NONE,REQUIRED
561,CWE-426,CVE-2018-0599,7.8,1.8,LOW,NONE,REQUIRED
562,CWE-426,CVE-2018-0600,7.8,1.8,LOW,NONE,REQUIRED
563,CWE-426,CVE-2018-0601,7.8,1.8,LOW,NONE,REQUIRED
564,CWE-79,CVE-2018-0602,6.1,2.8,LOW,NONE,REQUIRED
565,CWE-79,CVE-2018-0603,6.1,2.8,LOW,NONE,REQUIRED
566,NVD-CWE-noinfo,CVE-2018-0604,7.2,1.2,LOW,HIGH,NONE
567,CWE-79,CVE-2018-0605,6.1,2.8,LOW,NONE,REQUIRED
568,CWE-89,CVE-2018-0606,7.2,1.2,LOW,HIGH,NONE
569,CWE-89,CVE-2018-0607,8.8,2.8,LOW,LOW,NONE
570,CWE-119,CVE-2018-0608,9.8,3.9,LOW,NONE,NONE
571,CWE-426,CVE-2018-0609,7.8,1.8,LOW,NONE,REQUIRED
572,CWE-269,CVE-2018-0610,7.2,1.2,LOW,HIGH,NONE
573,CWE-295,CVE-2018-0611,7.4,2.2,HIGH,NONE,NONE
574,CWE-79,CVE-2018-0612,6.1,2.8,LOW,NONE,REQUIRED
575,CWE-269,CVE-2018-0613,8.8,2.8,LOW,LOW,NONE
576,CWE-79,CVE-2018-0614,6.1,2.8,LOW,NONE,REQUIRED
577,CWE-22,CVE-2018-0617,7.5,3.9,LOW,NONE,NONE
578,CWE-79,CVE-2018-0618,5.4,2.3,LOW,LOW,REQUIRED
579,CWE-426,CVE-2018-0619,7.8,1.8,LOW,NONE,REQUIRED
580,CWE-426,CVE-2018-0620,7.8,1.8,LOW,NONE,REQUIRED
581,CWE-426,CVE-2018-0621,7.8,1.8,LOW,NONE,REQUIRED
582,CWE-295,CVE-2018-0622,7.4,2.2,HIGH,NONE,NONE
583,CWE-426,CVE-2018-0623,7.8,1.8,LOW,NONE,REQUIRED
584,CWE-426,CVE-2018-0624,7.8,1.8,LOW,NONE,REQUIRED
585,CWE-78,CVE-2018-0625,7.2,1.2,LOW,HIGH,NONE
586,CWE-78,CVE-2018-0626,7.2,1.2,LOW,HIGH,NONE
587,CWE-78,CVE-2018-0627,7.2,1.2,LOW,HIGH,NONE
588,CWE-78,CVE-2018-0628,7.2,1.2,LOW,HIGH,NONE
589,CWE-78,CVE-2018-0629,7.2,1.2,LOW,HIGH,NONE
590,CWE-78,CVE-2018-0630,7.2,1.2,LOW,HIGH,NONE
591,CWE-78,CVE-2018-0631,7.2,1.2,LOW,HIGH,NONE
592,CWE-119,CVE-2018-0632,7.2,1.2,LOW,HIGH,NONE
593,CWE-119,CVE-2018-0633,7.2,1.2,LOW,HIGH,NONE
594,CWE-78,CVE-2018-0634,7.2,1.2,LOW,HIGH,NONE
595,CWE-78,CVE-2018-0635,7.2,1.2,LOW,HIGH,NONE
596,CWE-78,CVE-2018-0636,7.2,1.2,LOW,HIGH,NONE
597,CWE-78,CVE-2018-0637,7.2,1.2,LOW,HIGH,NONE
598,CWE-78,CVE-2018-0638,7.2,1.2,LOW,HIGH,NONE
599,CWE-78,CVE-2018-0639,7.2,1.2,LOW,HIGH,NONE
600,CWE-119,CVE-2018-0640,7.2,1.2,LOW,HIGH,NONE
601,CWE-119,CVE-2018-0641,7.2,1.2,LOW,HIGH,NONE
602,CWE-79,CVE-2018-0642,6.1,2.8,LOW,NONE,REQUIRED
603,CWE-78,CVE-2018-0643,6.6,0.7,LOW,HIGH,REQUIRED
604,CWE-119,CVE-2018-0644,6.5,2.8,LOW,LOW,NONE
605,CWE-434,CVE-2018-0645,9.8,3.9,LOW,NONE,NONE
606,CWE-22,CVE-2018-0646,7.8,1.8,LOW,NONE,REQUIRED
607,CWE-352,CVE-2018-0647,8.8,2.8,LOW,NONE,REQUIRED
608,CWE-426,CVE-2018-0648,7.8,1.8,LOW,NONE,REQUIRED
609,CWE-426,CVE-2018-0649,7.8,1.8,LOW,NONE,REQUIRED
610,CWE-295,CVE-2018-0650,7.4,2.2,HIGH,NONE,NONE
611,CWE-119,CVE-2018-0651,9.8,3.9,LOW,NONE,NONE
612,CWE-79,CVE-2018-0652,4.8,1.7,LOW,HIGH,REQUIRED
613,CWE-79,CVE-2018-0653,6.1,2.8,LOW,NONE,REQUIRED
614,CWE-79,CVE-2018-0654,6.1,2.8,LOW,NONE,REQUIRED
615,CWE-79,CVE-2018-0655,4.8,1.7,LOW,HIGH,REQUIRED
616,CWE-426,CVE-2018-0656,7.8,1.8,LOW,NONE,REQUIRED
617,CWE-79,CVE-2018-0657,4.8,1.7,LOW,HIGH,REQUIRED
618,CWE-20,CVE-2018-0658,7.2,1.2,LOW,HIGH,NONE
619,CWE-22,CVE-2018-0659,5.5,1.8,LOW,NONE,REQUIRED
620,CWE-22,CVE-2018-0660,3.3,1.8,LOW,NONE,REQUIRED
621,NVD-CWE-noinfo,CVE-2018-0661,8.8,2.8,LOW,NONE,NONE
622,NVD-CWE-noinfo,CVE-2018-0662,6.8,0.9,LOW,NONE,NONE
623,CWE-798,CVE-2018-0663,8.8,2.8,LOW,LOW,NONE
624,CWE-20,CVE-2018-0664,9.8,3.9,LOW,NONE,NONE
625,NVD-CWE-noinfo,CVE-2018-0665,6.8,0.9,LOW,HIGH,NONE
626,NVD-CWE-noinfo,CVE-2018-0666,6.8,0.9,LOW,HIGH,NONE
627,CWE-426,CVE-2018-0667,7.8,1.8,LOW,NONE,REQUIRED
628,CWE-119,CVE-2018-0668,9.8,3.9,LOW,NONE,NONE
629,CWE-287,CVE-2018-0669,9.8,3.9,LOW,NONE,NONE
630,CWE-287,CVE-2018-0670,9.8,3.9,LOW,NONE,NONE
631,CWE-269,CVE-2018-0671,6.7,0.8,LOW,HIGH,NONE
632,CWE-79,CVE-2018-0672,6.1,2.8,LOW,NONE,REQUIRED
633,CWE-22,CVE-2018-0673,8.1,2.8,LOW,LOW,NONE
634,CWE-94,CVE-2018-0674,7.8,1.8,LOW,NONE,REQUIRED
635,CWE-94,CVE-2018-0675,7.8,1.8,LOW,NONE,REQUIRED
636,CWE-287,CVE-2018-0676,8.8,2.8,LOW,NONE,NONE
637,CWE-78,CVE-2018-0677,6.8,0.9,LOW,HIGH,NONE
638,CWE-119,CVE-2018-0678,6.8,0.9,LOW,HIGH,NONE
639,CWE-79,CVE-2018-0679,4.8,1.7,LOW,HIGH,REQUIRED
640,CWE-798,CVE-2018-0680,9.8,3.9,LOW,NONE,NONE
641,CWE-798,CVE-2018-0681,9.8,3.9,LOW,NONE,NONE
642,NVD-CWE-noinfo,CVE-2018-0682,9.8,3.9,LOW,NONE,NONE
643,CWE-119,CVE-2018-0683,9.8,3.9,LOW,NONE,NONE
644,CWE-119,CVE-2018-0684,9.8,3.9,LOW,NONE,NONE
645,CWE-89,CVE-2018-0685,8.8,2.8,LOW,LOW,NONE
646,CWE-434,CVE-2018-0686,8.8,2.8,LOW,LOW,NONE
647,CWE-79,CVE-2018-0687,6.1,2.8,LOW,NONE,REQUIRED
648,CWE-601,CVE-2018-0688,6.1,2.8,LOW,NONE,REQUIRED
649,CWE-113,CVE-2018-0689,8.8,2.8,LOW,NONE,REQUIRED
650,NVD-CWE-noinfo,CVE-2018-0690,7.5,1.6,HIGH,NONE,REQUIRED
651,CWE-295,CVE-2018-0691,5.9,2.2,HIGH,NONE,NONE
652,CWE-426,CVE-2018-0692,7.8,1.8,LOW,NONE,REQUIRED
653,CWE-22,CVE-2018-0693,7.5,3.9,LOW,NONE,NONE
654,CWE-78,CVE-2018-0694,9.8,3.9,LOW,NONE,NONE
655,CWE-79,CVE-2018-0695,6.1,2.8,LOW,NONE,REQUIRED
656,CWE-640,CVE-2018-0696,7.5,1.6,HIGH,LOW,NONE
657,CWE-79,CVE-2018-0697,6.1,2.8,LOW,NONE,REQUIRED
658,CWE-79,CVE-2018-0698,5.4,2.3,LOW,LOW,REQUIRED
659,CWE-79,CVE-2018-0699,6.1,2.8,LOW,NONE,REQUIRED
660,CWE-400,CVE-2018-0700,7.5,3.9,LOW,NONE,NONE
661,NVD-CWE-noinfo,CVE-2018-0701,8.8,2.8,LOW,NONE,NONE
662,CWE-22,CVE-2018-0702,7.5,3.9,LOW,NONE,NONE
663,CWE-22,CVE-2018-0703,7.5,3.9,LOW,NONE,NONE
664,CWE-22,CVE-2018-0704,7.5,3.9,LOW,NONE,NONE
665,CWE-22,CVE-2018-0705,9.1,3.9,LOW,NONE,NONE
666,NVD-CWE-noinfo,CVE-2018-0706,8.8,2.8,LOW,LOW,NONE
667,CWE-78,CVE-2018-0707,7.2,1.2,LOW,HIGH,NONE
668,CWE-78,CVE-2018-0708,8.8,2.8,LOW,LOW,NONE
669,CWE-78,CVE-2018-0709,8.8,2.8,LOW,LOW,NONE
670,CWE-78,CVE-2018-0710,8.8,2.8,LOW,LOW,NONE
671,CWE-79,CVE-2018-0711,6.1,2.8,LOW,NONE,REQUIRED
672,CWE-77,CVE-2018-0712,9.8,3.9,LOW,NONE,NONE
673,CWE-77,CVE-2018-0714,9.8,3.9,LOW,NONE,NONE
674,CWE-79,CVE-2018-0715,6.1,2.8,LOW,NONE,REQUIRED
675,CWE-79,CVE-2018-0716,6.1,2.8,LOW,NONE,REQUIRED
676,CWE-77,CVE-2018-0718,9.8,3.9,LOW,NONE,NONE
677,CWE-79,CVE-2018-0719,6.1,2.8,LOW,NONE,REQUIRED
678,CWE-119,CVE-2018-0721,9.8,3.9,LOW,NONE,NONE
679,CWE-22,CVE-2018-0722,7.5,3.9,LOW,NONE,NONE
680,CWE-79,CVE-2018-0723,6.1,2.8,LOW,NONE,REQUIRED
681,CWE-79,CVE-2018-0724,6.1,2.8,LOW,NONE,REQUIRED
682,CWE-269,CVE-2018-0728,7.5,3.9,LOW,NONE,NONE
683,CWE-77,CVE-2018-0729,9.8,3.9,LOW,NONE,NONE
684,CWE-77,CVE-2018-0730,9.8,3.9,LOW,NONE,NONE
685,CWE-320,CVE-2018-0732,7.5,3.9,LOW,NONE,NONE
686,NVD-CWE-noinfo,CVE-2018-0733,5.9,2.2,HIGH,NONE,NONE
687,CWE-327,CVE-2018-0734,5.9,2.2,HIGH,NONE,NONE
688,CWE-327,CVE-2018-0735,5.9,2.2,HIGH,NONE,NONE
689,CWE-327,CVE-2018-0737,5.9,2.2,HIGH,NONE,NONE
690,CWE-674,CVE-2018-0739,6.5,2.8,LOW,NONE,REQUIRED
691,NVD-CWE-noinfo,CVE-2018-0741,5.3,1.6,HIGH,NONE,REQUIRED
692,NVD-CWE-noinfo,CVE-2018-0742,7.8,1.8,LOW,LOW,NONE
693,NVD-CWE-noinfo,CVE-2018-0743,7.0,1.0,HIGH,LOW,NONE
694,NVD-CWE-noinfo,CVE-2018-0744,7.0,1.0,HIGH,LOW,NONE
